sp,seed_source,id,trt,block,seedling,date_1,month_1,ht_1,rcd_1,notes_1,date_2,month_2,ht_2,rcd_2,root_2,shoot_2,rootshoot_2,notes_2,date_3,month_3,ht_3,rcd_3,root_3,shoot_3,rootshoot_3,mdwp_3,pdwp_3,notes_3,date_4,month_4,ht_4,rcd_4,root_4,shoot_4,rootshoot_4,mdwp_4,pdwp_4,100mdwp_4,100pdwp_4,notes_4,date_5,month_5,ht_5,rcd_5,notes_5
pipo,pipo,263,c,7,11,5/15/2022,May,11.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24,6.82,
pipo,pipo,264,c,7,12,5/15/2022,May,15.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.1,8.2,
pipo,pipo,265,c,7,13,5/15/2022,May,13.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21,6.73,
pipo,pipo,266,c,7,14,5/15/2022,May,15.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.6,9.82,
pipo,pipo,x,c,7,15,5/15/2022,May,11.8,3.5,,,,,,,,,,8/29/2022,Aug/Sept,24.9,7.2,11.886,17.686,0.672056994,-1.36,-0.123,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,267,c,7,16,5/15/2022,May,14.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.2,7.76,
pipo,pipo,268,c,8,1,5/15/2022,May,20.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.2,8.55,
pipo,pipo,269,c,8,2,5/15/2022,May,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.1,5.92,
pipo,pipo,270,c,8,3,5/15/2022,May,12,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.7,7.25,
pipo,pipo,271,c,8,4,5/15/2022,May,16.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.4,6.76,
pipo,pipo,272,c,8,5,5/15/2022,May,19.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.1,8.44,
pipo,pipo,x,c,8,6,5/15/2022,May,12.4,3.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,29.3,6.86,16.719,23.628,0.707592687,-1.33,-0.89,,-0.82,,12/12/2022,December,x,x,
pipo,pipo,273,c,8,7,5/15/2022,May,15.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,6.9,
pipo,pipo,274,c,8,8,5/15/2022,May,14.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.9,7.78,
pipo,pipo,275,c,8,9,5/15/2022,May,21,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.3,7.84,
pipo,pipo,276,c,8,10,5/15/2022,May,21.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,37.7,9.03,
pipo,pipo,277,c,8,11,5/15/2022,May,16.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.2,8.01,
pipo,pipo,278,c,8,12,5/15/2022,May,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.1,9.37,
pipo,pipo,279,c,8,13,5/15/2022,May,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.1,8.09,
pipo,pipo,280,c,8,14,5/15/2022,May,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.7,5.65,
pipo,pipo,281,c,8,15,5/15/2022,May,19.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.5,8.3,
pipo,pipo,282,c,8,16,5/15/2022,May,19.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.3,9.29,
pipo,pipo,283,c,9,1,5/15/2022,May,17.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.2,7.63,
pipo,pipo,284,c,9,2,5/15/2022,May,8.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,?,?,
pipo,pipo,285,c,9,3,5/15/2022,May,13.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.2,8.87,
pipo,pipo,x,c,9,4,5/15/2022,May,12.9,4.5,,6/24/2022,June,28.4,5,8.273,10.708,0.772599925,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,286,c,9,5,5/15/2022,May,15.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.7,8.12,
pipo,pipo,287,c,9,6,5/15/2022,May,12.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.4,7.21,
pipo,pipo,x,c,9,7,5/15/2022,May,11.3,3,,6/24/2022,June,16.6,3,7.963,8.354,0.953196074,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,288,c,9,8,5/15/2022,May,9.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.2,6.08,
pipo,pipo,289,c,9,9,5/15/2022,May,12.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26,7.3,
pipo,pipo,290,c,9,10,5/15/2022,May,15,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,42,9.32,
pipo,pipo,291,c,9,11,5/15/2022,May,10.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.1,7.51,
pipo,pipo,292,c,9,12,5/15/2022,May,10.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.8,7.97,
pipo,pipo,293,c,9,13,5/15/2022,May,15.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.2,8.79,
pipo,pipo,294,c,9,14,5/15/2022,May,14.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,6.96,
pipo,pipo,295,c,9,15,5/15/2022,May,12.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.5,7.23,
pipo,pipo,296,c,9,16,5/15/2022,May,17.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,37.1,9.75,
pipo,pipo,297,c,10,1,5/15/2022,May,18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.7,7.73,
pipo,pipo,298,c,10,2,5/15/2022,May,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.8,6.92,
pipo,pipo,299,c,10,3,5/15/2022,May,18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.9,9.19,
pipo,pipo,300,c,10,4,5/15/2022,May,13.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.5,6.89,
pipo,pipo,301,c,10,5,5/15/2022,May,13.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.6,6.29,
pipo,pipo,302,c,10,6,5/15/2022,May,21.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.5,9.3,
pipo,pipo,303,c,10,7,5/15/2022,May,16.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.1,7.69,
pipo,pipo,304,c,10,8,5/15/2022,May,14.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.1,6.39,
pipo,pipo,x,c,10,9,5/15/2022,May,13,3.5,,,,,,,,,,8/29/2022,Aug/Sept,16.7,6.03,11.124,13.921,0.799080526,-0.98,-0.048,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,305,c,10,10,5/15/2022,May,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27,8.4,
pipo,pipo,306,c,10,11,5/15/2022,May,13.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.4,6.47,
pipo,pipo,307,c,10,12,5/15/2022,May,15.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.1,6.6,
pipo,pipo,308,c,10,13,5/15/2022,May,16.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.9,6.56,
pipo,pipo,309,c,10,14,5/15/2022,May,18.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.6,8.99,
pipo,pipo,310,c,10,15,5/15/2022,May,18.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.5,9.45,
pipo,pipo,311,c,10,16,5/15/2022,May,17.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.3,8.2,
pipo,pipo,312,c,11,1,5/15/2022,May,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.5,11.39,
pipo,pipo,313,c,11,2,5/15/2022,May,19.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27,7.75,
pipo,pipo,314,c,11,3,5/15/2022,May,16.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,8.2,
pipo,pipo,315,c,11,4,5/15/2022,May,16.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.3,8.34,
pipo,pipo,316,c,11,5,5/15/2022,May,15.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.9,6.22,
pipo,pipo,318,c,11,6,5/15/2022,May,15.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,7.99,
pipo,pipo,319,c,11,7,5/15/2022,May,17.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,39.7,11.44,
pipo,pipo,x,c,11,8,5/15/2022,May,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,320,c,11,9,5/15/2022,May,11.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.6,6.39,
pipo,pipo,321,c,11,10,5/15/2022,May,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.3,8.3,
pipo,pipo,322,c,11,11,5/15/2022,May,15.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.6,7.34,
pipo,pipo,323,c,11,12,5/15/2022,May,14.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.2,8.17,
pipo,pipo,324,c,11,13,5/15/2022,May,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.3,7.03,
pipo,pipo,x,c,11,14,5/15/2022,May,16.3,4,,,,,,,,,,8/29/2022,Aug/Sept,29.5,7.63,14.939,21.867,0.683175561,-1.67,-0.23,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,325,c,11,15,5/15/2022,May,14.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.2,9.18,
pipo,pipo,326,c,11,16,5/15/2022,May,18.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.7,8.24,
pipo,pipo,327,c,12,1,5/15/2022,May,16.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.5,7.38,
pipo,pipo,328,c,12,2,5/15/2022,May,14.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.9,8.79,
pipo,pipo,329,c,12,3,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.6,8.27,
pipo,pipo,x,c,12,4,5/15/2022,May,20.4,4,,,,,,,,,,,,,,,,,,,,12/8/2022,December,49.5,10.7,33.325,28.009,1.189796137,-1.4,-0.87,,-1.15,,12/12/2022,December,x,x,
pipo,pipo,330,c,12,5,5/15/2022,May,16.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.5,7.84,
pipo,pipo,331,c,12,6,5/15/2022,May,19.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,38.2,8.05,
pipo,pipo,332,c,12,7,5/15/2022,May,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.3,7.35,
pipo,pipo,333,c,12,8,5/15/2022,May,15.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27,6.42,
pipo,pipo,x,c,12,9,5/15/2022,May,17.5,4,,6/24/2022,June,25.5,5.5,11.513,11.723,0.982086497,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,334,c,12,10,5/15/2022,May,15.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.2,7.41,
pipo,pipo,335,c,12,11,5/15/2022,May,15.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.5,7.15,
pipo,pipo,336,c,12,12,5/15/2022,May,14.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.7,7.05,
pipo,pipo,337,c,12,13,5/15/2022,May,13.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.5,7.15,
pipo,pipo,x,c,12,14,5/15/2022,May,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,338,c,12,15,5/15/2022,May,17.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.7,8.37,
pipo,pipo,339,c,12,16,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,2.8,7.24,
pipo,pipo,769,d,1,1,5/15/2022,May,14.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.9,7.5,
pipo,pipo,770,d,1,2,5/15/2022,May,17,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,11,
pipo,pipo,x,d,1,3,5/15/2022,May,16,4,,,,,,,,,,9/2/2022,Aug/Sept,27.4,6.84,14.353,17.951,0.799565484,-2.22,-0.28,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,771,d,1,4,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.2,7.1,
pipo,pipo,772,d,1,5,5/15/2022,May,16.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.3,8.4,
pipo,pipo,773,d,1,6,5/15/2022,May,17.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.8,9.1,
pipo,pipo,774,d,1,7,5/15/2022,May,17.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.1,8.6,
pipo,pipo,775,d,1,8,5/15/2022,May,13.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.4,8.9,
pipo,pipo,776,d,1,9,5/15/2022,May,13.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.2,8.7,
pipo,pipo,777,d,1,10,5/15/2022,May,15.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.8,7.4,
pipo,pipo,778,d,1,11,5/15/2022,May,19.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.6,8.8,
pipo,pipo,779,d,1,12,5/15/2022,May,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.4,8.4,
pipo,pipo,780,d,1,13,5/15/2022,May,17.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.6,9.4,
pipo,pipo,x,d,1,14,5/15/2022,May,17.3,4,,,,,,,,,,,,,,,,,,,,12/8/2022,December,27.1,7.08,15.805,19.345,0.817006979,,-1.67,-1.55,-1.29,,12/12/2022,December,x,x,
pipo,pipo,781,d,1,15,5/15/2022,May,17.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.8,8.7,
pipo,pipo,782,d,1,16,5/15/2022,May,16.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26,7.8,
pipo,pipo,783,d,2,1,5/15/2022,May,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.1,8.8,
pipo,pipo,784,d,2,2,5/15/2022,May,14.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.7,7.9,
pipo,pipo,x,d,2,3,5/15/2022,May,9.5,3,,6/24/2022,June,14.4,5,9.278,9.99,0.928728729,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,X,
pipo,pipo,x,d,2,4,5/15/2022,May,11.9,4,,6/24/2022,June,17,5,10.995,11.611,0.946946861,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,X,
pipo,pipo,785,d,2,5,5/15/2022,May,15.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32,8,
pipo,pipo,786,d,2,6,5/15/2022,May,15.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.1,8.1,
pipo,pipo,787,d,2,7,5/15/2022,May,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.2,7.8,
pipo,pipo,788,d,2,8,5/15/2022,May,14.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.4,8.1,
pipo,pipo,789,d,2,9,5/15/2022,May,18.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.5,8.8,
pipo,pipo,790,d,2,10,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.1,10,
pipo,pipo,791,d,2,11,5/15/2022,May,14.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.6,7.5,
pipo,pipo,792,d,2,12,5/15/2022,May,16.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,8.3,
pipo,pipo,793,d,2,13,5/15/2022,May,17.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.7,7.6,
pipo,pipo,794,d,2,14,5/15/2022,May,13.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.5,6.7,
pipo,pipo,795,d,2,15,5/15/2022,May,13.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.8,8.1,
pipo,pipo,796,d,2,16,5/15/2022,May,15.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25,8,
pipo,pipo,797,d,3,1,5/15/2022,May,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.7,10.1,
pipo,pipo,798,d,3,2,5/15/2022,May,18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.9,7.8,
pipo,pipo,799,d,3,3,5/15/2022,May,15.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.4,7.7,
pipo,pipo,800,d,3,4,5/15/2022,May,14.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.7,8.5,
pipo,pipo,801,d,3,5,5/15/2022,May,13.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.5,8.1,
pipo,pipo,802,d,3,6,5/15/2022,May,14.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.7,6.8,
pipo,pipo,803,d,3,7,5/15/2022,May,11.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.4,5.1,
pipo,pipo,804,d,3,8,5/15/2022,May,16.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.1,7.5,
pipo,pipo,x,d,3,9,5/15/2022,May,16.9,3.5,,,,,,,,,,9/2/2022,Aug/Sept,22.3,7.49,13.568,18.143,0.747836631,-1.03,-0.48,,,,,,,,,,,,,,12/12/2022,December,x,X,
pipo,pipo,805,d,3,10,5/15/2022,May,18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,37.1,8.5,
pipo,pipo,806,d,3,11,5/15/2022,May,12.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24,6.7,
pipo,pipo,807,d,3,12,5/15/2022,May,9.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.4,7.4,
pipo,pipo,808,d,3,13,5/15/2022,May,14.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.9,7,
pipo,pipo,809,d,3,14,5/15/2022,May,12.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.7,6.9,
pipo,pipo,810,d,3,15,5/15/2022,May,13.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.8,7.2,
pipo,pipo,811,d,3,16,5/15/2022,May,12.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.3,8.2,
pipo,pipo,812,d,4,1,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.2,8.5,
pipo,pipo,813,d,4,2,5/15/2022,May,14.9,4,,6/24/2022,June,17.3,5.5,10.17,11.848,0.858372721,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.3,8.3,
pipo,pipo,814,d,4,3,5/15/2022,May,16.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.1,9.5,
pipo,pipo,815,d,4,4,5/15/2022,May,15.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,9.7,
pipo,pipo,816,d,4,5,5/15/2022,May,15.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.2,8,
pipo,pipo,x,d,4,6,5/15/2022,May,13.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,817,d,4,7,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.3,10.6,
pipo,pipo,818,d,4,8,5/15/2022,May,16.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.9,9.5,
pipo,pipo,x,d,4,9,5/15/2022,May,16.6,3.5,,,,,,,,,,9/2/2022,Aug/Sept,35.7,7.65,13.527,21.45,0.630629371,-1.56,-0.51,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,819,d,4,10,5/15/2022,May,11.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.3,6.6,
pipo,pipo,820,d,4,11,5/15/2022,May,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.1,8.9,
pipo,pipo,821,d,4,12,5/15/2022,May,16.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.2,7.5,
pipo,pipo,822,d,4,13,5/15/2022,May,17.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.3,7.8,
pipo,pipo,823,d,4,14,5/15/2022,May,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31,9.2,
pipo,pipo,824,d,4,15,5/15/2022,May,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.7,7.1,
pipo,pipo,825,d,4,16,5/15/2022,May,15.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25,8,
pipo,pipo,826,d,5,1,5/15/2022,May,10.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.6,9.1,
pipo,pipo,827,d,5,2,5/15/2022,May,13.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.1,4.4,
pipo,pipo,828,d,5,3,5/15/2022,May,13.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.4,7.7,
pipo,pipo,829,d,5,4,5/15/2022,May,13.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.2,10.4,
pipo,pipo,830,d,5,5,5/15/2022,May,10.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.2,7.9,
pipo,pipo,831,d,5,6,5/15/2022,May,12.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.4,9.4,
pipo,pipo,832,d,5,7,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.1,8,
pipo,pipo,833,d,5,8,5/15/2022,May,13.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.3,8.5,
pipo,pipo,834,d,5,9,5/15/2022,May,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.7,7.9,
pipo,pipo,x,d,5,10,5/15/2022,May,19.7,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,40.5,9.78,20.4,23.68,0.861486486,,-1.35,-0.77,-0.86,,12/12/2022,December,x,X,
pipo,pipo,x,d,5,11,5/15/2022,May,18.2,3.5,,6/24/2022,June,30.7,5,9.059,12.03,0.753034081,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,X,
pipo,pipo,835,d,5,12,5/15/2022,May,15.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.3,7.8,
pipo,pipo,836,d,5,13,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.6,7.8,
pipo,pipo,837,d,5,14,5/15/2022,May,13.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.2,7.4,
pipo,pipo,838,d,5,15,5/15/2022,May,14.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.1,7.6,
pipo,pipo,839,d,5,16,5/15/2022,May,16.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.5,7.1,
